node_id,state,tilt,displacement,crack_width,vibration,load_change,temperature,humidity,battery,rate_tilt_5m,rate_disp_5m,rate_crack_5m,risk_score,risk_level
N4,NORMAL,1.09,2.43,0.91,0.093,3.45,24.4,94.2,86.9,0.008,0.009,0.018,13.0,LOW
N5,SUBSIDENCE,7.07,13.23,17.02,2.693,88.33,29.9,65.3,60.4,0.927,1.045,0.644,100.0,CRITICAL
N5,NORMAL,0.46,1.87,0.62,0.058,2.22,29.2,68.7,75.4,0.032,0.052,0.01,7.2,LOW
N6,SUBSIDENCE,6.44,29.9,19.41,2.045,88.23,26.5,92.1,66.5,1.518,1.583,1.377,100.0,CRITICAL
N2,NORMAL,0.47,1.59,0.91,0.061,3.35,30.7,74.1,91.2,0.036,0.016,0.01,8.9,LOW
N2,NORMAL,1.12,1.85,0.97,0.028,-1.74,29.0,90.1,65.1,0.045,0.09,0.002,10.1,LOW
N6,NORMAL,0.39,1.77,0.98,0.148,3.44,37.9,79.4,85.6,0.017,0.066,0.002,10.0,LOW
N6,SUBSIDENCE,10.95,8.04,21.57,1.989,60.47,25.8,66.7,96.7,0.518,3.975,1.339,100.0,CRITICAL
N1,WARNING,1.48,5.92,2.86,0.676,22.18,27.7,67.5,99.0,0.159,0.782,0.073,48.1,MEDIUM
N1,WARNING,2.82,2.57,3.11,0.41,34.03,24.2,91.6,65.6,0.119,0.597,0.164,47.0,MEDIUM
N3,WARNING,2.73,6.77,2.89,0.235,34.26,37.1,83.1,70.4,0.109,0.54,0.203,48.6,MEDIUM
N3,WARNING,3.12,3.4,1.07,0.698,22.26,24.4,68.5,91.0,0.067,0.506,0.053,41.5,MEDIUM
N3,WARNING,2.94,5.82,1.63,0.601,17.24,32.8,93.9,78.1,0.178,0.728,0.125,47.8,MEDIUM
N3,NORMAL,0.72,1.54,0.24,0.138,3.09,32.1,70.4,71.3,0.011,0.001,0.02,9.2,LOW
N5,NORMAL,0.78,0.52,0.04,0.148,3.01,27.9,76.9,71.0,0.015,0.006,0.01,6.2,LOW
N5,NORMAL,0.29,1.09,0.96,0.063,0.35,29.6,89.2,64.6,0.016,0.048,0.017,7.6,LOW
N1,SUBSIDENCE,11.11,14.86,4.71,1.296,49.31,26.2,79.9,73.3,1.063,2.465,1.145,100.0,CRITICAL
N2,SUBSIDENCE,8.86,9.62,4.63,2.224,95.85,28.7,77.7,83.5,1.307,0.862,0.473,100.0,CRITICAL
N6,NORMAL,0.34,1.08,0.58,0.081,-1.0,34.9,70.7,66.1,0.025,0.032,0.017,6.7,LOW
N2,WARNING,2.0,4.77,3.8,0.352,31.03,33.9,80.6,93.6,0.176,0.72,0.181,50.8,HIGH
N4,SUBSIDENCE,5.66,41.57,15.46,2.264,108.66,39.1,87.3,84.2,1.593,3.656,0.592,100.0,CRITICAL
N5,NORMAL,1.11,0.57,0.14,0.11,-1.6,29.7,79.0,66.8,0.033,0.024,0.002,5.7,LOW
N3,NORMAL,0.15,1.15,0.76,0.16,-1.32,37.1,75.6,74.6,0.026,0.026,0.007,5.4,LOW
N3,SUBSIDENCE,5.28,43.52,12.22,2.718,68.99,35.2,82.8,65.8,0.679,3.799,0.286,100.0,CRITICAL
N4,NORMAL,0.28,1.72,0.31,0.063,-1.59,30.5,81.0,69.7,0.038,0.088,0.016,3.3,LOW
N2,WARNING,1.6,7.03,3.4,0.623,18.9,27.1,78.9,67.2,0.266,0.748,0.096,53.5,HIGH
N3,NORMAL,1.07,0.98,0.58,0.115,1.6,34.5,88.7,65.8,0.008,0.099,0.003,9.2,LOW
N2,SUBSIDENCE,11.43,26.05,15.32,2.966,72.87,27.2,86.0,88.1,0.513,3.581,0.977,100.0,CRITICAL
N6,SUBSIDENCE,8.16,11.35,10.35,0.926,70.82,36.7,65.3,60.4,1.66,0.808,0.583,100.0,CRITICAL
N4,SUBSIDENCE,8.69,37.2,17.98,3.44,62.08,30.2,70.0,73.4,1.624,0.847,0.64,100.0,CRITICAL
N2,NORMAL,0.74,1.4,0.32,0.14,3.0,25.8,87.6,61.9,0.014,0.032,0.006,10.0,LOW
N6,SUBSIDENCE,4.78,11.9,18.86,0.902,84.85,32.3,89.1,88.3,0.367,3.71,1.391,100.0,CRITICAL
N2,WARNING,3.03,6.72,1.62,0.465,33.81,30.5,84.7,92.6,0.136,0.779,0.154,52.6,HIGH
N2,NORMAL,0.53,0.28,0.71,0.173,2.37,24.2,81.5,66.3,0.009,0.025,0.018,8.9,LOW
N3,WARNING,1.85,4.19,1.66,0.632,14.97,33.6,66.9,61.6,0.136,0.417,0.228,39.2,MEDIUM
N1,NORMAL,0.72,2.24,0.32,0.06,3.24,26.5,73.5,68.3,0.03,0.057,0.003,11.9,LOW
N5,NORMAL,1.17,0.24,0.63,0.103,0.26,26.4,67.6,65.6,0.044,0.067,0.02,8.3,LOW
N2,NORMAL,0.4,1.16,0.86,0.065,4.41,26.2,91.1,64.4,0.023,0.065,0.005,9.8,LOW
N2,NORMAL,0.95,1.54,0.86,0.135,-0.03,25.2,77.9,64.4,0.029,0.001,0.01,9.7,LOW
N2,NORMAL,1.15,1.4,0.91,0.024,2.46,37.7,72.4,97.9,0.015,0.043,0.017,8.9,LOW
N1,WARNING,2.78,7.73,2.69,0.728,31.77,32.0,89.1,90.4,0.082,0.318,0.076,52.5,HIGH
N6,NORMAL,0.9,1.06,0.14,0.054,3.19,25.0,71.4,66.0,0.007,0.022,0.008,8.6,LOW
N4,WARNING,3.39,3.55,3.59,0.245,31.09,32.3,92.5,83.4,0.2,0.695,0.219,52.3,HIGH
N3,NORMAL,0.88,1.16,0.91,0.152,-0.83,37.5,71.9,74.7,0.029,0.09,0.016,11.1,LOW
N1,NORMAL,0.66,0.74,0.39,0.106,-0.66,29.1,71.6,80.3,0.013,0.012,0.014,7.3,LOW
N6,NORMAL,0.18,2.32,0.29,0.162,1.48,35.9,71.4,89.8,0.043,0.025,0.004,8.7,LOW
N2,WARNING,1.99,6.62,3.72,0.74,15.79,24.6,82.2,67.2,0.142,0.787,0.218,53.5,HIGH
N6,NORMAL,1.19,0.52,0.56,0.126,4.56,37.4,87.1,87.5,0.042,0.025,0.011,11.3,LOW
N1,WARNING,2.94,4.27,3.19,0.313,17.84,27.7,71.0,93.5,0.272,0.113,0.115,41.6,MEDIUM
N1,SUBSIDENCE,9.42,12.17,12.9,2.361,45.69,28.2,74.5,63.8,1.5,2.157,1.202,100.0,CRITICAL
N1,WARNING,1.53,7.36,1.33,0.235,33.21,26.1,88.0,61.4,0.211,0.171,0.243,42.4,MEDIUM
N4,NORMAL,0.79,1.46,0.21,0.123,2.32,30.9,83.6,89.2,0.04,0.088,0.01,10.5,LOW
N5,NORMAL,0.49,1.36,0.59,0.178,2.11,36.0,89.0,95.5,0.011,0.059,0.016,8.6,LOW
N3,SUBSIDENCE,6.35,26.78,18.03,1.662,62.87,39.4,72.2,96.0,1.547,3.649,1.464,100.0,CRITICAL
N4,NORMAL,0.2,1.83,0.22,0.068,4.62,25.3,75.2,85.0,0.013,0.067,0.004,9.8,LOW
N4,SUBSIDENCE,5.61,19.11,16.76,1.105,68.52,35.8,88.4,90.8,1.713,2.269,0.793,100.0,CRITICAL
N5,NORMAL,1.2,0.36,0.98,0.172,3.96,35.1,70.6,92.6,0.023,0.087,0.004,11.0,LOW
N4,SUBSIDENCE,8.72,11.63,20.12,2.744,84.22,31.4,81.0,88.1,0.725,4.025,0.932,100.0,CRITICAL
N1,WARNING,2.8,4.47,2.16,0.5,32.73,31.3,91.1,60.3,0.236,0.373,0.098,47.2,MEDIUM
N1,SUBSIDENCE,9.54,18.9,7.75,0.792,102.24,27.6,87.8,86.6,1.668,1.027,0.902,100.0,CRITICAL
N6,NORMAL,0.43,0.47,0.83,0.128,-1.95,29.9,82.5,84.8,0.031,0.081,0.012,4.7,LOW
N2,WARNING,2.67,7.82,1.54,0.535,10.64,26.2,93.9,72.8,0.102,0.568,0.231,44.7,MEDIUM
N4,NORMAL,0.53,0.55,0.62,0.115,1.1,29.2,91.5,86.7,0.024,0.062,0.012,6.6,LOW
N2,NORMAL,0.33,0.94,0.79,0.037,3.25,37.8,92.2,97.1,0.018,0.055,0.006,8.3,LOW
N3,WARNING,1.62,7.13,2.61,0.583,11.53,27.3,68.1,70.7,0.228,0.74,0.082,46.8,MEDIUM
N1,SUBSIDENCE,8.05,38.81,9.02,2.893,70.97,34.5,68.5,89.2,0.733,2.688,0.46,100.0,CRITICAL
N6,SUBSIDENCE,5.01,44.93,18.83,1.936,66.97,36.1,65.6,65.4,0.689,3.638,0.726,100.0,CRITICAL
N3,WARNING,2.04,3.1,2.8,0.209,30.79,30.3,86.7,76.1,0.24,0.251,0.131,40.2,MEDIUM
N6,NORMAL,0.14,0.83,0.47,0.176,4.17,24.1,86.6,78.4,0.009,0.072,0.019,9.7,LOW
N5,NORMAL,0.85,1.59,0.98,0.066,3.5,34.7,74.5,84.8,0.012,0.044,0.02,12.1,LOW
N1,WARNING,1.31,3.97,3.16,0.505,19.09,30.2,92.1,94.3,0.223,0.379,0.026,40.8,MEDIUM
N3,NORMAL,0.55,0.25,0.64,0.139,0.06,28.9,83.8,67.2,0.024,0.099,0.012,5.2,LOW
N5,NORMAL,0.32,2.33,0.24,0.07,1.81,33.7,80.1,79.0,0.045,0.078,0.001,8.7,LOW
N3,NORMAL,0.86,0.65,0.98,0.123,0.56,24.4,75.2,89.9,0.03,0.022,0.013,11.7,LOW
N6,NORMAL,0.99,0.78,0.54,0.105,0.95,36.8,80.9,94.8,0.011,0.07,0.005,8.1,LOW
N5,NORMAL,0.42,2.06,0.11,0.143,0.71,33.3,82.6,84.9,0.023,0.017,0.0,8.1,LOW
N5,NORMAL,0.38,0.75,0.83,0.142,0.36,24.1,89.4,74.0,0.032,0.083,0.018,8.4,LOW
N1,NORMAL,0.89,1.05,0.61,0.123,0.83,24.2,65.4,86.5,0.026,0.073,0.01,11.3,LOW
N2,NORMAL,1.03,2.01,0.31,0.095,-0.36,33.5,91.3,62.1,0.049,0.026,0.008,10.3,LOW
N6,SUBSIDENCE,6.06,29.05,15.13,0.992,84.81,28.2,88.8,88.2,1.092,3.862,0.528,100.0,CRITICAL
N6,NORMAL,0.97,2.0,0.1,0.065,-0.18,28.1,91.2,93.9,0.047,0.049,0.002,7.9,LOW
N5,NORMAL,1.09,1.09,0.64,0.065,-0.73,36.7,69.0,96.7,0.001,0.022,0.012,6.7,LOW
N5,WARNING,1.99,4.85,2.09,0.413,12.78,28.8,87.9,85.5,0.225,0.631,0.209,40.1,MEDIUM
N1,NORMAL,1.15,1.18,0.99,0.138,3.43,24.6,74.4,98.2,0.001,0.05,0.011,11.7,LOW
N2,SUBSIDENCE,7.12,14.91,13.24,0.866,73.7,27.4,91.3,98.2,1.191,2.123,1.203,100.0,CRITICAL
N6,WARNING,1.2,7.13,2.52,0.443,12.16,26.5,72.3,82.1,0.162,0.765,0.068,44.6,MEDIUM
N4,NORMAL,1.12,1.52,0.24,0.09,0.73,35.8,81.5,93.8,0.002,0.051,0.003,7.9,LOW
N4,NORMAL,1.15,2.37,0.1,0.171,3.57,37.7,71.4,66.8,0.039,0.009,0.004,9.2,LOW
N2,SUBSIDENCE,6.58,41.79,12.57,3.926,60.08,31.0,75.4,68.7,0.64,2.632,1.019,100.0,CRITICAL
N3,SUBSIDENCE,5.84,32.91,10.66,1.025,45.36,26.3,77.5,86.8,0.859,4.221,0.724,100.0,CRITICAL
N1,NORMAL,0.75,0.84,0.69,0.121,-0.79,37.5,77.7,90.6,0.008,0.055,0.013,6.6,LOW
N2,WARNING,1.47,7.39,2.9,0.539,9.27,25.8,70.6,63.9,0.06,0.591,0.047,41.2,MEDIUM
N4,NORMAL,0.79,1.17,0.27,0.091,3.91,27.6,80.4,89.9,0.046,0.049,0.011,6.8,LOW
N5,SUBSIDENCE,7.68,19.18,14.48,4.016,101.6,37.2,70.4,84.2,1.454,1.822,0.552,100.0,CRITICAL
N4,NORMAL,0.58,1.28,0.45,0.164,-1.39,30.3,80.0,98.5,0.039,0.084,0.019,6.8,LOW
N5,SUBSIDENCE,7.4,26.63,9.98,0.859,67.48,36.7,79.8,80.8,1.283,3.353,0.258,100.0,CRITICAL
N1,WARNING,3.41,4.06,3.28,0.508,26.02,29.2,71.7,93.6,0.154,0.295,0.146,48.6,MEDIUM
N5,WARNING,2.29,7.16,2.42,0.497,34.86,29.5,67.1,83.0,0.288,0.29,0.22,52.2,HIGH
N2,NORMAL,1.17,2.44,0.13,0.143,3.62,27.2,87.8,70.5,0.018,0.066,0.01,13.5,LOW
N5,NORMAL,0.47,0.64,0.72,0.093,1.1,30.5,76.0,65.1,0.03,0.016,0.018,7.6,LOW
N3,NORMAL,0.28,2.32,0.46,0.136,-1.44,32.1,93.2,88.8,0.032,0.092,0.006,9.0,LOW
N2,NORMAL,0.17,1.07,0.09,0.158,2.35,25.5,75.5,66.5,0.048,0.002,0.008,8.5,LOW
N1,NORMAL,0.46,2.08,0.16,0.096,4.45,27.7,77.4,95.1,0.05,0.025,0.019,8.6,LOW
N2,WARNING,3.01,7.22,3.4,0.314,21.76,28.4,90.7,95.9,0.146,0.422,0.055,50.4,HIGH
N3,NORMAL,0.77,1.35,0.71,0.117,4.89,36.8,79.9,65.4,0.01,0.045,0.018,10.7,LOW
N1,NORMAL,1.0,1.55,0.77,0.094,-0.57,26.6,78.1,77.7,0.001,0.056,0.003,10.1,LOW
N4,SUBSIDENCE,5.83,12.88,21.01,1.204,61.31,27.2,65.3,88.9,0.757,4.005,0.763,100.0,CRITICAL
N3,SUBSIDENCE,9.57,23.46,6.27,2.032,79.24,29.4,83.5,85.9,1.356,1.089,0.945,100.0,CRITICAL
N1,SUBSIDENCE,11.24,23.18,13.68,1.675,56.49,39.0,83.7,66.9,0.369,1.858,0.33,100.0,CRITICAL
N5,SUBSIDENCE,4.49,21.69,9.54,1.713,70.11,36.8,65.1,67.9,1.669,2.902,0.902,100.0,CRITICAL
N2,NORMAL,0.65,1.82,0.49,0.046,4.51,28.9,90.4,88.4,0.016,0.079,0.018,9.0,LOW
N1,NORMAL,1.09,0.78,0.93,0.03,3.56,29.5,76.7,69.2,0.022,0.018,0.002,10.2,LOW
N2,WARNING,1.7,4.7,2.23,0.432,31.06,34.7,66.7,76.9,0.203,0.114,0.139,41.9,MEDIUM
N5,WARNING,2.24,7.75,2.43,0.607,14.09,30.7,92.8,62.1,0.245,0.326,0.119,45.3,MEDIUM
N1,NORMAL,0.32,1.82,0.58,0.06,0.02,24.2,91.9,76.5,0.018,0.045,0.016,6.8,LOW
N4,WARNING,1.73,5.3,2.98,0.206,26.47,26.9,88.9,70.9,0.24,0.216,0.059,42.5,MEDIUM
N3,NORMAL,0.98,1.44,0.77,0.109,0.35,32.9,83.5,74.3,0.046,0.072,0.01,10.8,LOW
N1,NORMAL,0.57,0.93,1.0,0.113,-1.36,30.2,81.0,99.0,0.026,0.005,0.006,8.4,LOW
N5,NORMAL,1.18,0.43,0.54,0.151,-0.34,28.6,92.7,95.3,0.038,0.088,0.013,9.5,LOW
N1,NORMAL,0.89,1.04,0.79,0.071,-0.23,34.2,78.6,72.5,0.026,0.1,0.016,7.4,LOW
N2,NORMAL,1.04,1.51,0.81,0.098,3.28,27.6,92.4,87.5,0.043,0.039,0.0,8.2,LOW
N6,NORMAL,0.91,0.95,0.7,0.123,-0.75,29.2,67.8,85.0,0.048,0.035,0.007,9.5,LOW
N1,SUBSIDENCE,5.53,37.72,11.09,2.332,83.48,34.2,65.2,76.6,1.443,1.655,1.458,100.0,CRITICAL
N4,NORMAL,0.58,2.06,0.31,0.073,-1.51,25.1,68.4,75.1,0.014,0.072,0.013,7.1,LOW
N1,NORMAL,0.92,2.12,0.01,0.073,0.97,29.5,78.1,86.8,0.046,0.05,0.005,9.5,LOW
N3,SUBSIDENCE,3.85,22.41,15.64,1.727,79.38,38.4,70.1,66.3,0.836,3.607,0.326,100.0,CRITICAL
N1,SUBSIDENCE,10.65,40.16,5.67,3.885,55.5,31.8,83.0,81.0,1.228,1.054,0.726,100.0,CRITICAL
N6,SUBSIDENCE,7.42,43.51,7.33,1.295,88.51,29.8,92.9,71.3,0.412,2.587,0.855,100.0,CRITICAL
N2,WARNING,1.86,3.79,1.44,0.387,25.43,24.5,94.2,60.6,0.236,0.669,0.065,38.5,MEDIUM
N1,WARNING,3.41,7.06,3.74,0.401,10.92,35.2,71.3,79.7,0.202,0.619,0.05,51.4,HIGH
N4,NORMAL,1.04,0.64,0.24,0.03,-0.97,35.4,92.5,76.3,0.007,0.02,0.006,5.3,LOW
N5,NORMAL,0.24,0.71,0.74,0.128,4.77,36.6,82.3,77.9,0.001,0.075,0.01,8.3,LOW
N1,NORMAL,0.83,2.12,0.28,0.037,1.03,32.0,85.8,87.1,0.011,0.043,0.02,10.1,LOW
N1,NORMAL,1.0,2.37,0.66,0.096,0.22,33.7,82.6,68.1,0.018,0.033,0.006,10.4,LOW
N3,NORMAL,1.17,1.18,0.57,0.132,2.3,32.0,73.2,84.6,0.016,0.08,0.002,8.9,LOW
N4,WARNING,1.7,6.75,1.68,0.688,30.85,25.3,67.4,65.5,0.141,0.37,0.181,45.7,MEDIUM
N6,NORMAL,0.72,0.54,0.28,0.124,-1.89,28.3,66.4,83.4,0.009,0.093,0.013,6.4,LOW
N5,NORMAL,0.35,2.41,0.69,0.176,3.94,32.1,66.8,78.8,0.024,0.067,0.016,12.0,LOW
N2,NORMAL,0.24,1.84,0.68,0.179,2.4,36.8,87.7,86.2,0.04,0.027,0.007,10.0,LOW
N1,WARNING,1.78,6.34,3.66,0.312,26.18,26.3,72.6,91.3,0.148,0.183,0.196,46.0,MEDIUM
N6,NORMAL,0.92,0.78,0.94,0.054,4.96,28.5,70.8,84.9,0.037,0.039,0.003,9.9,LOW
N5,SUBSIDENCE,6.53,18.92,17.63,1.546,79.02,36.7,67.1,68.4,0.592,3.445,1.031,100.0,CRITICAL
N2,NORMAL,0.27,0.64,0.1,0.11,2.15,37.9,81.0,82.9,0.042,0.042,0.011,6.4,LOW
N6,NORMAL,1.2,2.49,0.42,0.122,1.37,35.5,84.6,71.2,0.036,0.094,0.006,12.1,LOW
N4,NORMAL,0.98,1.18,0.12,0.179,0.98,36.2,80.8,81.8,0.027,0.081,0.019,7.1,LOW
N4,WARNING,1.85,5.05,3.84,0.594,5.36,30.8,83.5,71.6,0.079,0.747,0.215,42.9,MEDIUM
N5,NORMAL,0.97,1.59,0.69,0.08,1.01,35.4,93.1,86.6,0.01,0.095,0.019,12.0,LOW
N2,WARNING,1.74,6.68,1.98,0.431,13.23,25.5,85.5,91.2,0.156,0.576,0.045,41.5,MEDIUM
N4,NORMAL,0.71,0.62,0.43,0.141,2.8,27.1,78.8,73.1,0.005,0.097,0.004,10.0,LOW
N5,NORMAL,1.18,0.38,0.31,0.081,1.45,31.8,88.0,87.5,0.001,0.008,0.005,5.8,LOW
N4,SUBSIDENCE,8.32,22.7,19.67,2.336,57.44,25.9,67.8,93.8,1.244,3.361,0.748,100.0,CRITICAL
N4,WARNING,1.33,5.76,1.55,0.31,13.2,31.0,88.9,62.4,0.06,0.224,0.17,31.7,MEDIUM
N6,WARNING,3.24,7.98,1.05,0.732,12.08,31.1,75.8,88.7,0.223,0.305,0.14,49.1,MEDIUM
N6,SUBSIDENCE,8.6,26.81,21.69,3.993,106.66,28.7,94.6,66.1,1.622,1.744,0.687,100.0,CRITICAL
N4,SUBSIDENCE,6.62,15.36,8.02,1.602,82.98,36.2,69.5,96.6,0.414,2.918,1.274,100.0,CRITICAL
N3,WARNING,2.97,2.53,3.21,0.6,19.9,27.8,85.0,74.2,0.061,0.506,0.196,43.1,MEDIUM
N6,WARNING,2.52,4.62,1.91,0.668,27.62,35.4,85.5,81.6,0.136,0.404,0.179,47.4,MEDIUM
N2,WARNING,3.4,6.76,1.35,0.498,17.29,28.5,69.2,75.2,0.249,0.131,0.114,40.7,MEDIUM
N5,WARNING,2.75,4.49,2.74,0.518,22.61,35.2,80.1,88.2,0.182,0.182,0.07,43.2,MEDIUM
N5,WARNING,2.51,2.71,3.39,0.217,33.3,36.5,94.4,65.9,0.104,0.459,0.035,43.7,MEDIUM
N2,WARNING,1.88,2.59,3.36,0.358,22.67,34.1,88.7,63.6,0.06,0.601,0.142,40.2,MEDIUM
N2,NORMAL,0.74,1.69,0.52,0.049,3.57,29.9,75.1,62.7,0.05,0.097,0.016,10.8,LOW
N2,SUBSIDENCE,7.04,13.77,8.58,3.827,107.64,27.5,80.2,85.7,1.723,1.515,1.376,100.0,CRITICAL
N2,SUBSIDENCE,7.43,43.22,10.0,2.569,40.66,35.1,85.3,80.3,1.578,2.329,1.126,100.0,CRITICAL
N1,NORMAL,0.41,1.64,0.96,0.153,-1.24,28.4,86.0,97.3,0.001,0.05,0.016,8.5,LOW
N5,WARNING,2.26,3.84,3.75,0.449,17.24,30.1,74.7,89.7,0.138,0.396,0.175,41.5,MEDIUM
N1,NORMAL,0.32,0.66,0.7,0.159,-0.31,30.3,67.9,63.7,0.01,0.067,0.012,6.6,LOW
N4,NORMAL,0.96,1.24,0.86,0.112,2.33,24.8,75.8,65.9,0.047,0.016,0.011,11.7,LOW
N4,WARNING,1.63,7.64,2.83,0.689,18.31,31.9,65.5,91.6,0.199,0.122,0.128,46.7,MEDIUM
N5,NORMAL,0.42,1.24,0.54,0.179,-1.31,32.9,73.6,64.2,0.028,0.053,0.001,7.2,LOW
N4,WARNING,1.61,7.03,1.31,0.446,10.86,27.3,67.9,92.1,0.091,0.244,0.133,34.1,MEDIUM
N2,WARNING,2.44,3.36,2.41,0.219,22.41,28.8,89.2,67.0,0.135,0.172,0.062,33.8,MEDIUM
N1,NORMAL,0.22,1.39,0.56,0.034,-0.01,24.5,84.5,99.5,0.013,0.019,0.006,6.0,LOW
N2,NORMAL,0.8,1.03,0.67,0.111,3.93,29.8,75.3,60.5,0.031,0.063,0.004,13.8,LOW
N4,NORMAL,0.44,1.32,0.6,0.17,-0.33,30.8,68.5,79.4,0.008,0.087,0.019,7.5,LOW
N6,WARNING,1.45,7.36,3.12,0.317,31.6,24.0,68.6,81.9,0.209,0.767,0.246,50.6,HIGH
N1,SUBSIDENCE,11.62,44.79,14.21,1.35,47.23,32.0,86.8,94.3,1.446,2.99,0.936,100.0,CRITICAL
N2,WARNING,1.9,3.72,3.01,0.701,15.44,25.9,82.9,71.2,0.118,0.258,0.079,38.4,MEDIUM
N5,NORMAL,0.78,0.39,0.12,0.106,1.58,29.0,81.7,94.7,0.014,0.083,0.004,7.2,LOW
N2,WARNING,2.16,4.69,2.74,0.361,26.28,37.9,74.5,95.2,0.112,0.676,0.083,47.4,MEDIUM
N6,NORMAL,0.54,0.77,0.23,0.156,0.16,27.4,72.4,97.8,0.017,0.02,0.019,9.5,LOW
N4,WARNING,3.27,3.87,3.59,0.322,7.53,25.3,71.2,90.8,0.255,0.64,0.088,42.3,MEDIUM
N1,NORMAL,1.16,0.8,0.82,0.056,2.76,37.0,73.7,75.9,0.004,0.059,0.005,8.2,LOW
N5,WARNING,3.13,4.91,1.72,0.492,30.2,37.4,67.2,76.3,0.158,0.193,0.108,46.2,MEDIUM
N1,NORMAL,0.81,0.38,0.34,0.17,-1.79,27.0,92.4,90.6,0.038,0.084,0.006,8.3,LOW
N5,SUBSIDENCE,4.46,15.85,15.18,2.197,72.81,34.8,68.6,89.8,1.727,2.355,1.352,100.0,CRITICAL
N1,NORMAL,0.67,0.72,0.29,0.109,2.21,34.8,65.2,65.2,0.048,0.085,0.004,7.5,LOW
N4,WARNING,1.66,5.78,1.58,0.388,12.28,33.6,82.2,88.3,0.134,0.76,0.249,39.7,MEDIUM
N5,SUBSIDENCE,10.06,35.34,5.47,1.821,60.76,36.0,65.1,71.9,0.854,2.074,1.234,100.0,CRITICAL
N3,NORMAL,0.79,0.48,0.07,0.153,1.17,24.7,70.6,71.8,0.043,0.082,0.018,8.4,LOW
N1,SUBSIDENCE,4.66,25.96,18.38,4.032,101.72,31.1,91.1,61.2,0.986,3.155,0.538,100.0,CRITICAL
N1,WARNING,2.43,7.3,1.37,0.74,5.37,26.2,86.0,94.8,0.272,0.348,0.051,42.0,MEDIUM
N2,NORMAL,0.81,2.34,0.84,0.021,2.69,27.9,84.0,68.7,0.015,0.045,0.002,11.7,LOW
N5,NORMAL,0.81,2.32,0.0,0.146,2.49,27.7,67.8,81.4,0.002,0.079,0.004,8.1,LOW
N6,WARNING,2.35,4.41,1.51,0.658,31.29,36.2,67.9,60.5,0.185,0.271,0.042,45.0,MEDIUM
N3,NORMAL,0.62,1.88,0.46,0.028,2.83,35.1,79.4,81.5,0.032,0.068,0.004,10.0,LOW
N4,NORMAL,0.7,0.86,0.25,0.021,0.78,36.9,72.9,74.7,0.024,0.074,0.001,4.5,LOW
N2,NORMAL,0.15,1.7,0.71,0.169,0.36,37.1,71.2,88.2,0.013,0.073,0.014,7.2,LOW
N3,WARNING,1.35,5.14,1.36,0.552,23.04,27.5,66.2,72.8,0.062,0.324,0.111,34.0,MEDIUM
N5,NORMAL,0.97,1.03,0.32,0.171,-1.71,29.5,86.2,62.8,0.038,0.048,0.019,9.8,LOW
N3,SUBSIDENCE,11.39,20.75,13.43,1.228,105.92,31.1,71.5,72.2,1.309,1.0,0.444,100.0,CRITICAL
N1,SUBSIDENCE,11.98,32.37,20.6,2.254,88.27,31.5,94.4,79.8,0.99,2.014,0.899,100.0,CRITICAL
N1,SUBSIDENCE,10.39,32.67,12.63,2.386,60.64,28.6,92.8,69.3,0.46,3.617,1.398,100.0,CRITICAL
N2,WARNING,2.42,4.39,1.34,0.21,15.96,24.0,69.6,83.1,0.062,0.173,0.053,29.1,MEDIUM
N5,NORMAL,1.0,0.64,0.08,0.137,-1.94,25.7,72.4,91.9,0.037,0.013,0.005,5.2,LOW
N5,WARNING,1.5,7.97,1.98,0.706,10.7,35.2,78.2,88.0,0.097,0.496,0.032,44.0,MEDIUM
N3,NORMAL,0.29,1.68,0.59,0.141,0.08,32.0,77.6,62.3,0.047,0.096,0.017,7.5,LOW
N2,NORMAL,1.14,2.39,0.02,0.077,4.16,35.9,92.4,65.7,0.004,0.02,0.02,10.3,LOW
N5,NORMAL,0.33,1.59,0.5,0.068,4.19,26.1,79.5,65.3,0.045,0.029,0.003,7.8,LOW
N6,NORMAL,0.62,1.26,0.88,0.067,1.92,32.4,92.1,69.8,0.037,0.06,0.019,8.8,LOW
N6,WARNING,2.49,5.49,3.97,0.297,9.23,37.6,93.4,69.2,0.203,0.257,0.167,40.4,MEDIUM
N1,WARNING,1.59,5.58,2.76,0.557,27.24,25.1,65.6,90.8,0.2,0.178,0.202,46.3,MEDIUM
N3,NORMAL,0.7,1.81,0.38,0.022,0.32,35.1,78.6,95.0,0.03,0.023,0.014,7.1,LOW
N4,NORMAL,1.04,2.22,0.66,0.069,1.37,31.7,67.9,82.3,0.036,0.021,0.015,10.3,LOW
N1,SUBSIDENCE,4.07,8.53,20.01,2.44,75.75,35.9,89.7,94.2,0.72,2.808,0.461,100.0,CRITICAL
N2,NORMAL,0.22,1.48,0.81,0.041,-1.3,25.5,80.5,75.8,0.041,0.08,0.009,5.7,LOW
N5,NORMAL,0.67,1.21,0.57,0.136,3.42,25.0,78.6,98.8,0.032,0.02,0.008,10.3,LOW
N1,NORMAL,0.81,0.56,0.27,0.03,-0.72,26.1,84.7,82.3,0.024,0.034,0.004,4.6,LOW
N4,WARNING,3.14,3.51,3.54,0.509,12.99,25.2,90.3,64.9,0.118,0.373,0.126,44.5,MEDIUM
N4,WARNING,2.31,4.61,2.54,0.686,34.67,28.6,84.5,99.7,0.055,0.375,0.208,52.5,HIGH
